resp,numtexts,treatycommit,brave,evil,flag,threat,economy,treatyviolation,resp_id,text1,text2,text3,text_full
100,2,1,0,0,0,0,0,1,R_1joE8MSY5YokTmR,"When China acquired Hong Kong from Britain in 1997, China promised not to interfere with Hong Kong's internal affairs for 50 years. Protesters argue that recent Chinese actions violate this agreement.","In 1992, Congress passed a bill which enshrined America's commitment to preserving Hong Kong's special status.",,"When China acquired Hong Kong from Britain in 1997, China promised not to interfere with Hong Kong's internal affairs for 50 years. Protesters argue that recent Chinese actions violate this agreement. In 1992, Congress passed a bill which enshrined America's commitment to preserving Hong Kong's special status. "
87,3,0,1,0,0,0,1,1,R_2tsN2lGoUSb3GGn,Hong Kong has enjoyed self-government for many years. Its residents enjoy greater economic freedom than virtually any other people in the world.,Protesters have been targeted by brutal police tactics.,"Chinese actions violate the Sino-British Joint Declaration on Hong Kong, in which China promised not to interfere with Hong Kong's internal affairs.","Hong Kong has enjoyed self-government for many years. Its residents enjoy greater economic freedom than virtually any other people in the world. Protesters have been targeted by brutal police tactics. Chinese actions violate the Sino-British Joint Declaration on Hong Kong, in which China promised not to interfere with Hong Kong's internal affairs."
75,2,0,0,0,0,0,0,0,R_3nuRZPkwlh64T2s,China's crackdown in Hong Kong may foreshadow aggression towards other U.S. allies in the region.,Chinese actions violate the terms of the agreement that led Britain to return Hong Kong to China.,,China's crackdown in Hong Kong may foreshadow aggression towards other U.S. allies in the region. Chinese actions violate the terms of the agreement that led Britain to return Hong Kong to China. 
90,2,1,0,1,0,0,0,0,R_1n0jAfKjlV8q8gp,"China is an authoritarian country. Outside of Hong Kong, it does not allow for free speech, free press, or due process of the law. Now, it is trying to destroy those freedoms in Hong Kong as well.","Some time ago, Congress passed a bill which enshrined America's commitment to preserving Hong Kong's autonomy.",,"China is an authoritarian country. Outside of Hong Kong, it does not allow for free speech, free press, or due process of the law. Now, it is trying to destroy those freedoms in Hong Kong as well. Some time ago, Congress passed a bill which enshrined America's commitment to preserving Hong Kong's autonomy. "
88,2,0,0,0,0,0,0,0,R_ekz20fY7N0ewmit,The protesters claim that recent Chinese actions violate the terms of the treaty that led Britain to return Hong Kong to China.,The protesters regularly wave American flags because they wish to connect their own movement with the American Revolution.,,The protesters claim that recent Chinese actions violate the terms of the treaty that led Britain to return Hong Kong to China. The protesters regularly wave American flags because they wish to connect their own movement with the American Revolution. 
95,2,1,0,0,0,1,0,0,R_2AKypbxNuwzZga1,China's crackdown in Hong Kong follows decades of investing in its military.,"During George H.W. Bush's administration, Congress passed the Hong Kong Policy Act, which commits the United States to preserving Hong Kong's autonomy.",,"China's crackdown in Hong Kong follows decades of investing in its military. During George H.W. Bush's administration, Congress passed the Hong Kong Policy Act, which commits the United States to preserving Hong Kong's autonomy. "
69,3,1,1,0,1,1,0,0,R_2xL6TmWgzzJrFbK,Many protesters carry American flags because they wish to connect their own movement with the American Revolution.,China's crackdown in Hong Kong follows a decades-long military buildup.,"The Hong Kong protesters face a serious risk of being beaten, imprisoned, or tortured by the Chinese government, but they protest anyway because they want to be free.","Many protesters carry American flags because they wish to connect their own movement with the American Revolution. China's crackdown in Hong Kong follows a decades-long military buildup. The Hong Kong protesters face a serious risk of being beaten, imprisoned, or tortured by the Chinese government, but they protest anyway because they want to be free."
95,3,0,1,0,1,0,0,0,R_cCJPtYE7YXWh1hn,The protesters regularly wave American flags to appeal for American help.,"In 1992, Congress passed a bill pledging to preserve Hong Kong's right to govern itself.","Some protesters have been beaten, imprisoned, and tortured by the Chinese government.","The protesters regularly wave American flags to appeal for American help. In 1992, Congress passed a bill pledging to preserve Hong Kong's right to govern itself. Some protesters have been beaten, imprisoned, and tortured by the Chinese government."
89,3,1,1,0,0,0,0,1,R_3QXafFIrh87nMJp,"The protesters claim that recent Chinese actions violate the Sino-British Joint Declaration on Hong Kong, in which China promised not to interfere with Hong Kong's internal affairs.","The Hong Kong protesters face a serious risk of being beaten, imprisoned, or tortured by the Chinese government, but they bravely protest anyway because they want to be free.","During George H.W. Bush's administration, Congress passed the Hong Kong Policy Act, which commits the United States to preserving Hong Kong's right to govern itself.","The protesters claim that recent Chinese actions violate the Sino-British Joint Declaration on Hong Kong, in which China promised not to interfere with Hong Kong's internal affairs. The Hong Kong protesters face a serious risk of being beaten, imprisoned, or tortured by the Chinese government, but they bravely protest anyway because they want to be free. During George H.W. Bush's administration, Congress passed the Hong Kong Policy Act, which commits the United States to preserving Hong Kong's right to govern itself."
100,3,1,0,1,1,0,0,0,R_31TMIYTZSOoKY5w,Many protesters carry American flags because they wish to connect their own movement with the American Revolution.,"China is a communist country. Outside of Hong Kong, it does not allow for free speech, free press, or due process of the law.","Some time ago, Congress passed a bill pledging to preserve Hong Kong's special status and its freedoms.","Many protesters carry American flags because they wish to connect their own movement with the American Revolution. China is a communist country. Outside of Hong Kong, it does not allow for free speech, free press, or due process of the law. Some time ago, Congress passed a bill pledging to preserve Hong Kong's special status and its freedoms."
72,3,1,0,0,1,1,0,1,R_1mJfsBCiYCX2SfD,The protesters claim that recent Chinese actions violate the terms of the treaty that led Britain to return Hong Kong to China.,Many protesters carry American flags to demonstrate their love of liberty.,China's actions in Hong Kong follow a decades-long military buildup.,The protesters claim that recent Chinese actions violate the terms of the treaty that led Britain to return Hong Kong to China. Many protesters carry American flags to demonstrate their love of liberty. China's actions in Hong Kong follow a decades-long military buildup.
0,2,0,0,0,0,0,0,0,R_2aUJ8tukjM1t9qx,The protesters regularly wave American flags to demonstrate their love of liberty.,"Some protesters have been beaten, imprisoned, and tortured by the Chinese government, but the protesters put their lives on the line to save their freedom.",,"The protesters regularly wave American flags to demonstrate their love of liberty. Some protesters have been beaten, imprisoned, and tortured by the Chinese government, but the protesters put their lives on the line to save their freedom. "
28,3,0,0,0,1,1,0,1,R_2w1aNvhCy7DlxhJ,The protesters regularly wave American flags because the flag is a symbol for freedom everywhere.,"The protesters claim that China's actions violate the Sino-British Joint Declaration on Hong Kong, in which China promised not to interfere with Hong Kong's internal affairs.",China's crackdown in Hong Kong may foreshadow aggression towards other U.S. allies in the region.,"The protesters regularly wave American flags because the flag is a symbol for freedom everywhere. The protesters claim that China's actions violate the Sino-British Joint Declaration on Hong Kong, in which China promised not to interfere with Hong Kong's internal affairs. China's crackdown in Hong Kong may foreshadow aggression towards other U.S. allies in the region."
39,2,1,0,0,0,0,0,1,R_2RajqmK5QLnJMx3,"Chinese actions violate the Sino-British Joint Declaration on Hong Kong, in which China promised not to interfere with Hong Kong's internal affairs.","In 1992, Congress passed a bill which enshrined America's commitment to preserving Hong Kong's right to govern itself.",,"Chinese actions violate the Sino-British Joint Declaration on Hong Kong, in which China promised not to interfere with Hong Kong's internal affairs. In 1992, Congress passed a bill which enshrined America's commitment to preserving Hong Kong's right to govern itself. "
81,3,1,1,0,0,1,1,0,R_PUp67xwFbXXZwu5,China's crackdown in Hong Kong follows decades of investing in its military so that it can better compete with the United States.,"The Hong Kong protesters face a serious risk of being beaten, imprisoned, or tortured by the Chinese government, but they protest anyway because they want to be free.","Hong Kong's special status within China has protected free enterprise and the rule of law, enabling it to become one of the freest and most prosperous societies in the world.","China's crackdown in Hong Kong follows decades of investing in its military so that it can better compete with the United States. The Hong Kong protesters face a serious risk of being beaten, imprisoned, or tortured by the Chinese government, but they protest anyway because they want to be free. Hong Kong's special status within China has protected free enterprise and the rule of law, enabling it to become one of the freest and most prosperous societies in the world."
80,3,1,1,0,1,1,0,0,R_DJhYDo6Cz1n8o13,"The Hong Kong protesters risk of being beaten, imprisoned, or tortured by the Chinese government, but they protest anyway because they want to be free.",Many protesters carry American flags to appeal for American help.,"China is building a large number of aircraft carriers, which, when completed, will make its military more competitive with the United States.","The Hong Kong protesters risk of being beaten, imprisoned, or tortured by the Chinese government, but they protest anyway because they want to be free. Many protesters carry American flags to appeal for American help. China is building a large number of aircraft carriers, which, when completed, will make its military more competitive with the United States."
31,3,1,1,0,0,0,1,1,R_3EnyedDniMOPbF0,China is interfering with a long tradition of independence for Hong Kong. Hong Kong has been governed separately from China for the past 150 years. It is considered the textbook example of a successful free-market economy.,"The Hong Kong protesters risk of being beaten, imprisoned, or tortured by the Chinese government, but they protest anyway in order to protect their liberty.","When Britain ceded Hong Kong to China in 1997, China promised not to interfere with Hong Kong's internal affairs for 50 years. Protesters argue that recent Chinese actions violate this agreement.","China is interfering with a long tradition of independence for Hong Kong. Hong Kong has been governed separately from China for the past 150 years. It is considered the textbook example of a successful free-market economy. The Hong Kong protesters risk of being beaten, imprisoned, or tortured by the Chinese government, but they protest anyway in order to protect their liberty. When Britain ceded Hong Kong to China in 1997, China promised not to interfere with Hong Kong's internal affairs for 50 years. Protesters argue that recent Chinese actions violate this agreement."
70,3,0,0,0,1,0,1,0,R_2c0I1EwTGUsIxS5,"China is interfering with a long tradition of independence for Hong Kong. Hong Kong has been governed separately from China for the past 150 years. During this time, it has grown into one of the most richest cities in the world.",The protesters regularly wave American flags to appeal for American help.,"27 years ago, Congress passed the Hong Kong Policy Act, which commits the United States to preserving Hong Kong's right to govern itself.","China is interfering with a long tradition of independence for Hong Kong. Hong Kong has been governed separately from China for the past 150 years. During this time, it has grown into one of the most richest cities in the world. The protesters regularly wave American flags to appeal for American help. 27 years ago, Congress passed the Hong Kong Policy Act, which commits the United States to preserving Hong Kong's right to govern itself."
91,3,1,0,0,0,1,0,1,R_2tru4RVmH2VcQ4X,"During George H.W. Bush's administration, Congress passed the Hong Kong Policy Act, which committed the United States to preserving Hong Kong's freedom.","China's crackdown in Hong Kong follows a decade long military buildup, in which China has sought to catch up to American military capabilities.",The protesters claim that recent Chinese actions violate the terms of the treaty that led Britain to return Hong Kong to China.,"During George H.W. Bush's administration, Congress passed the Hong Kong Policy Act, which committed the United States to preserving Hong Kong's freedom. China's crackdown in Hong Kong follows a decade long military buildup, in which China has sought to catch up to American military capabilities. The protesters claim that recent Chinese actions violate the terms of the treaty that led Britain to return Hong Kong to China."
95,3,1,1,1,0,0,1,0,R_2bNuEtHSjW801QU,Protesters have been targeted by brutal police tactics and intimidation.,Hong Kong has enjoyed self-government for many years. Its free-market economy is the envy of the world.,"China is an authoritarian country also accused of putting hundreds of thousands of Uyghurs, an ethnic minority from northwestern China, in internment camps.","Protesters have been targeted by brutal police tactics and intimidation. Hong Kong has enjoyed self-government for many years. Its free-market economy is the envy of the world. China is an authoritarian country also accused of putting hundreds of thousands of Uyghurs, an ethnic minority from northwestern China, in internment camps."
91,2,0,0,0,0,0,0,0,R_24el7Pxih2cw4Wp,"When China acquired Hong Kong from Britain in 1997, China promised not to interfere with Hong Kong's internal affairs for 50 years. Protesters argue that recent Chinese actions violate this agreement.","Human rights groups have also accused China of putting hundreds of thousands of Uyghurs, an ethnic minority from northestern China, in internment camps.",,"When China acquired Hong Kong from Britain in 1997, China promised not to interfere with Hong Kong's internal affairs for 50 years. Protesters argue that recent Chinese actions violate this agreement. Human rights groups have also accused China of putting hundreds of thousands of Uyghurs, an ethnic minority from northestern China, in internment camps. "
50,2,0,0,0,0,0,0,0,R_e3Eiri2neDpT25X,China's crackdown in Hong Kong follows decades of investing in its military.,Hong Kong has been governed separately from China for the past 150 years. It is considered the textbook example of a successful free-market economy.,,China's crackdown in Hong Kong follows decades of investing in its military. Hong Kong has been governed separately from China for the past 150 years. It is considered the textbook example of a successful free-market economy. 
100,3,0,1,0,1,0,0,0,R_2sQCShIalt0llhM,The protesters regularly wave American flags to appeal for American help.,"27 years ago, Congress passed the Hong Kong Policy Act, which enshrined America's commitment to preserving Hong Kong's special status and its freedoms.","Some protesters have been beaten, imprisoned, and tortured by the Chinese government, but the protesters bravely put their lives on the line in the name of liberty.","The protesters regularly wave American flags to appeal for American help. 27 years ago, Congress passed the Hong Kong Policy Act, which enshrined America's commitment to preserving Hong Kong's special status and its freedoms. Some protesters have been beaten, imprisoned, and tortured by the Chinese government, but the protesters bravely put their lives on the line in the name of liberty."
61,3,0,0,0,1,1,0,0,R_1DD6IVk5guClqD6,Many protesters carry American flags to highlight the connection between their own problems and the complaints that sparked the American Revolution.,China's actions in Hong Kong follow a decades-long military buildup aimed at threatening the United States.,"During George H.W. Bush's administration, Congress passed the Hong Kong Policy Act, which committed the United States to preserving Hong Kong's special status and its freedoms.","Many protesters carry American flags to highlight the connection between their own problems and the complaints that sparked the American Revolution. China's actions in Hong Kong follow a decades-long military buildup aimed at threatening the United States. During George H.W. Bush's administration, Congress passed the Hong Kong Policy Act, which committed the United States to preserving Hong Kong's special status and its freedoms."
71,3,0,0,1,0,1,0,1,R_PG8QgQvQc2nLYfD,China is a communist country with a long history of mistreating its citizens. Scholars estimate that at least 18 million Chinese citizens have been killed as a result of its policies.,"China's actions in Hong Kong may foreshadow aggression towards other U.S. allies in the region, especially Taiwan.","When Britain ceded Hong Kong to China in 1997, China promised not to interfere with Hong Kong's internal affairs for 50 years. Protesters argue that recent Chinese actions violate this agreement.","China is a communist country with a long history of mistreating its citizens. Scholars estimate that at least 18 million Chinese citizens have been killed as a result of its policies. China's actions in Hong Kong may foreshadow aggression towards other U.S. allies in the region, especially Taiwan. When Britain ceded Hong Kong to China in 1997, China promised not to interfere with Hong Kong's internal affairs for 50 years. Protesters argue that recent Chinese actions violate this agreement."
65,2,1,0,1,0,0,0,0,R_PLsJjFlywztKB7H,"During George H.W. Bush's administration, Congress passed a bill which enshrined America's commitment to preserving Hong Kong's autonomy.","China is a totalitarian country also accused of putting hundreds of thousands of Uyghurs, an ethnic minority from northwestern China, in internment camps.",,"During George H.W. Bush's administration, Congress passed a bill which enshrined America's commitment to preserving Hong Kong's autonomy. China is a totalitarian country also accused of putting hundreds of thousands of Uyghurs, an ethnic minority from northwestern China, in internment camps. "
61,2,0,0,0,0,0,0,0,R_1259tvOJA3Eq46t,"Hong Kong has been governed separately from China for the past 150 years. During this time, it has grown into one of the richest cities in the world.","China is a communist country. Outside of Hong Kong, it does not allow for free speech, free press, or due process of the law. Now, it is trying to destroy those freedoms in Hong Kong as well.",,"Hong Kong has been governed separately from China for the past 150 years. During this time, it has grown into one of the richest cities in the world. China is a communist country. Outside of Hong Kong, it does not allow for free speech, free press, or due process of the law. Now, it is trying to destroy those freedoms in Hong Kong as well. "
90,3,1,1,0,0,0,1,1,R_2wgz5LsK9RV4VLH,China is interfering with a long tradition of independence for Hong Kong. Hong Kong has enjoyed self-government for many years. Its free-market economy is the envy of the world.,"The protesters claim that recent Chinese actions violate the Sino-British Joint Declaration on Hong Kong, in which China promised not to interfere with Hong Kong's internal affairs.","The Hong Kong protesters face a serious risk of being beaten, imprisoned, or tortured by the Chinese government, but they protest anyway because they want to be free.","China is interfering with a long tradition of independence for Hong Kong. Hong Kong has enjoyed self-government for many years. Its free-market economy is the envy of the world. The protesters claim that recent Chinese actions violate the Sino-British Joint Declaration on Hong Kong, in which China promised not to interfere with Hong Kong's internal affairs. The Hong Kong protesters face a serious risk of being beaten, imprisoned, or tortured by the Chinese government, but they protest anyway because they want to be free."
69,3,1,1,0,0,0,1,0,R_22nuu3eQXhBashy,"During George H.W. Bush's administration, Congress passed a bill which enshrined America's commitment to preserving Hong Kong's special status and its freedoms.","Hong Kong has enjoyed self-government for many years, during which it became one of the richest cities in the world.","The Hong Kong protesters face a serious risk of being beaten, imprisoned, or tortured by the Chinese government.","During George H.W. Bush's administration, Congress passed a bill which enshrined America's commitment to preserving Hong Kong's special status and its freedoms. Hong Kong has enjoyed self-government for many years, during which it became one of the richest cities in the world. The Hong Kong protesters face a serious risk of being beaten, imprisoned, or tortured by the Chinese government."
100,3,1,0,1,0,0,1,0,R_2at8SvYRIeq76HG,"In 1992, Congress passed a bill pledging to preserve Hong Kong's autonomy.",China is a communist country with a long history of mistreating its citizens. Scholars estimate that at least 18 million Chinese citizens have been killed as a result of its policies.,China is interfering with a long tradition of independence for Hong Kong. Hong Kong has been governed separately from China for the past 150 years. It is considered the textbook example of a successful free-market economy.,"In 1992, Congress passed a bill pledging to preserve Hong Kong's autonomy. China is a communist country with a long history of mistreating its citizens. Scholars estimate that at least 18 million Chinese citizens have been killed as a result of its policies. China is interfering with a long tradition of independence for Hong Kong. Hong Kong has been governed separately from China for the past 150 years. It is considered the textbook example of a successful free-market economy."
50,2,1,0,0,0,0,1,0,R_3PAKb5Rtey3XkFH,"In 1992, Congress passed the Hong Kong Policy Act, which committed the United States to preserving Hong Kong's special status and its freedoms.","Hong Kong's special status within China has protected free enterprise and the rule of law, enabling it to become one of the freest and most prosperous societies in the world.",,"In 1992, Congress passed the Hong Kong Policy Act, which committed the United States to preserving Hong Kong's special status and its freedoms. Hong Kong's special status within China has protected free enterprise and the rule of law, enabling it to become one of the freest and most prosperous societies in the world. "
61,2,1,0,1,0,0,0,0,R_8llauEN2Y3sC3df,"Some time ago, Congress passed a bill pledging to preserve Hong Kong's autonomy.","China is an authortiarian country with a long history of mistreating its citizens, including the massacre of protestors at Tiananmen Square in 1989.",,"Some time ago, Congress passed a bill pledging to preserve Hong Kong's autonomy. China is an authortiarian country with a long history of mistreating its citizens, including the massacre of protestors at Tiananmen Square in 1989. "
100,3,1,0,1,0,1,0,0,R_vJrQ4wA9TJC3225,"China is a communist country also accused of putting hundreds of thousands of Uyghurs, an ethnic minority from northwestern China, in internment camps.","27 years ago, Congress passed a bill which enshrined America's commitment to preserving Hong Kong's right to govern itself.",China's crackdown in Hong Kong follows a decades-long military buildup aimed at threatening the United States.,"China is a communist country also accused of putting hundreds of thousands of Uyghurs, an ethnic minority from northwestern China, in internment camps. 27 years ago, Congress passed a bill which enshrined America's commitment to preserving Hong Kong's right to govern itself. China's crackdown in Hong Kong follows a decades-long military buildup aimed at threatening the United States."
50,2,0,0,0,0,0,0,0,R_W7nUt2myXLNtwEV,"China is a totalitarian country with a long history of mistreating its citizens, including the massacre of protestors at Tiananmen Square in 1989.","Some protesters have been beaten, imprisoned, and tortured by the Chinese government, but the protesters bravely put their lives on the line in the name of liberty.",,"China is a totalitarian country with a long history of mistreating its citizens, including the massacre of protestors at Tiananmen Square in 1989. Some protesters have been beaten, imprisoned, and tortured by the Chinese government, but the protesters bravely put their lives on the line in the name of liberty. "
0,2,1,0,0,0,1,0,0,R_2zptKfwGksvweka,China's actions in Hong Kong follows decades of investing in its military.,"In 1992, Congress passed the Hong Kong Policy Act, which commits the United States to preserving Hong Kong's special status and its freedoms.",,"China's actions in Hong Kong follows decades of investing in its military. In 1992, Congress passed the Hong Kong Policy Act, which commits the United States to preserving Hong Kong's special status and its freedoms. "
71,2,1,0,0,0,0,1,0,R_3FJR6r1QoaGQQJR,"During George H.W. Bush's administration, Congress passed a bill which enshrined America's commitment to preserving Hong Kong's special status and its freedoms.","Hong Kong's special status within China has protected freedom and the rule of law, enabling it to become one of the freest and most prosperous societies in the world.",,"During George H.W. Bush's administration, Congress passed a bill which enshrined America's commitment to preserving Hong Kong's special status and its freedoms. Hong Kong's special status within China has protected freedom and the rule of law, enabling it to become one of the freest and most prosperous societies in the world. "
89,2,1,0,0,1,0,0,0,R_28H9SI5nsh1m9GL,Many protesters carry American flags because the flag is a symbol for freedom everywhere.,"Some time ago, Congress passed the Hong Kong Policy Act, which enshrined America's commitment to preserving Hong Kong's freedom.",,"Many protesters carry American flags because the flag is a symbol for freedom everywhere. Some time ago, Congress passed the Hong Kong Policy Act, which enshrined America's commitment to preserving Hong Kong's freedom. "
100,2,0,0,0,0,0,0,0,R_30jEDcXnMNb8Zxy,"China is interfering with a long tradition of independence for Hong Kong. Hong Kong has been governed separately from China for the past 150 years. During this time, it has grown into one of the most richest cities in the world.",The protesters regularly wave American flags because they wish to connect their own movement with the American Revolution.,,"China is interfering with a long tradition of independence for Hong Kong. Hong Kong has been governed separately from China for the past 150 years. During this time, it has grown into one of the most richest cities in the world. The protesters regularly wave American flags because they wish to connect their own movement with the American Revolution. "
50,3,1,1,1,0,1,0,0,R_1kOjVCAh1Cnot4r,"For the past 20 years, China has bought advanced weapons from Russia to upgrade its military.","Human rights groups have also accused China of putting hundreds of thousands of Uyghurs, an ethnic minority from northestern China, in internment camps.","Some protesters have been beaten, imprisoned, and tortured by the Chinese government, but the protesters put their lives on the line to save their freedom.","For the past 20 years, China has bought advanced weapons from Russia to upgrade its military. Human rights groups have also accused China of putting hundreds of thousands of Uyghurs, an ethnic minority from northestern China, in internment camps. Some protesters have been beaten, imprisoned, and tortured by the Chinese government, but the protesters put their lives on the line to save their freedom."
92,2,1,0,0,0,1,0,0,R_C4tCeARPyrK8KLn,"27 years ago, Congress passed the Hong Kong Policy Act, which commits the United States to preserving Hong Kong's special status.","China's actions in Hong Kong may foreshadow aggression towards other U.S. allies in the region, such as Japan and Taiwan.",,"27 years ago, Congress passed the Hong Kong Policy Act, which commits the United States to preserving Hong Kong's special status. China's actions in Hong Kong may foreshadow aggression towards other U.S. allies in the region, such as Japan and Taiwan. "
79,3,1,0,1,0,1,0,0,R_2agkb9RORpVXhT3,"China is a totalitarian country. Outside of Hong Kong, it does not allow for free speech, free press, or due process of the law. Now, it is trying to destroy those freedoms in Hong Kong as well.","China's crackdown in Hong Kong may foreshadow aggression towards other U.S. allies in the region, such as Japan and Taiwan.","27 years ago, Congress passed a bill pledging to preserve Hong Kong's autonomy.","China is a totalitarian country. Outside of Hong Kong, it does not allow for free speech, free press, or due process of the law. Now, it is trying to destroy those freedoms in Hong Kong as well. China's crackdown in Hong Kong may foreshadow aggression towards other U.S. allies in the region, such as Japan and Taiwan. 27 years ago, Congress passed a bill pledging to preserve Hong Kong's autonomy."
83,2,0,0,0,0,0,0,0,R_2YtgUsX20YzKtBW,"China is interfering with a long tradition of independence for Hong Kong. Hong Kong has been governed separately from China for the past 150 years. During this time, it has grown into one of the most richest cities in the world.",China is a communist country with a long history of mistreating its citizens. Scholars estimate that at least 18 million Chinese citizens have been killed as a result of its policies.,,"China is interfering with a long tradition of independence for Hong Kong. Hong Kong has been governed separately from China for the past 150 years. During this time, it has grown into one of the most richest cities in the world. China is a communist country with a long history of mistreating its citizens. Scholars estimate that at least 18 million Chinese citizens have been killed as a result of its policies. "
72,2,0,0,0,0,0,0,0,R_Ollue8dMnv6q57X,China is interfering with a long tradition of independence for Hong Kong. Hong Kong has enjoyed self-government for many years. Its free-market economy is the envy of the world.,China's crackdown in Hong Kong follows decades of investing in its military so that it can better compete with the United States.,,China is interfering with a long tradition of independence for Hong Kong. Hong Kong has enjoyed self-government for many years. Its free-market economy is the envy of the world. China's crackdown in Hong Kong follows decades of investing in its military so that it can better compete with the United States. 
78,2,1,1,0,0,0,0,0,R_OByji4kw4vRQMEN,Protesters have been targeted by brutal police tactics.,"In 1992, Congress passed the Hong Kong Policy Act, which commits the United States to preserving Hong Kong's right to govern itself.",,"Protesters have been targeted by brutal police tactics. In 1992, Congress passed the Hong Kong Policy Act, which commits the United States to preserving Hong Kong's right to govern itself. "
0,2,1,0,0,0,0,1,0,R_3M66JyORqWrWeeJ,"During George H.W. Bush's administration, Congress passed the Hong Kong Policy Act, which committed the United States to preserving Hong Kong's special status and its freedoms.",China is interfering with a long tradition of independence for Hong Kong. Hong Kong has been governed separately from China for the past 150 years. It is considered the textbook example of a successful free-market economy.,,"During George H.W. Bush's administration, Congress passed the Hong Kong Policy Act, which committed the United States to preserving Hong Kong's special status and its freedoms. China is interfering with a long tradition of independence for Hong Kong. Hong Kong has been governed separately from China for the past 150 years. It is considered the textbook example of a successful free-market economy. "
0,3,1,1,0,1,0,1,0,R_1duzPmHjCXkXnmk,"Protesters have been targeted by brutal police tactics, which has led to bloodshed.",Many protesters carry American flags to affirm their commitment for ideals that Americans hold dear.,"Hong Kong has been governed separately from China for the past 150 years. During this time, it has grown into one of the richest cities in the world.","Protesters have been targeted by brutal police tactics, which has led to bloodshed. Many protesters carry American flags to affirm their commitment for ideals that Americans hold dear. Hong Kong has been governed separately from China for the past 150 years. During this time, it has grown into one of the richest cities in the world."
50,3,1,0,0,1,0,0,1,R_XGwj0gs8MFfNUu5,"Some time ago, Congress passed the Hong Kong Policy Act, which enshrined America's commitment to preserving Hong Kong's freedom.",Many protesters carry American flags because the flag is a symbol for freedom everywhere.,"When Britain ceded Hong Kong to China in 1997, China promised not to interfere with Hong Kong's internal affairs for 50 years. Protesters argue that recent Chinese actions violate this agreement.","Some time ago, Congress passed the Hong Kong Policy Act, which enshrined America's commitment to preserving Hong Kong's freedom. Many protesters carry American flags because the flag is a symbol for freedom everywhere. When Britain ceded Hong Kong to China in 1997, China promised not to interfere with Hong Kong's internal affairs for 50 years. Protesters argue that recent Chinese actions violate this agreement."
60,2,1,0,0,0,0,1,0,R_1pRt9d7uKRoeuLH,"Hong Kong's special status within China has protected freedom and the rule of law, enabling it to become one of the freest and most prosperous societies in the world.","27 years ago, Congress passed the Hong Kong Policy Act, which commits the United States to preserving Hong Kong's special status.",,"Hong Kong's special status within China has protected freedom and the rule of law, enabling it to become one of the freest and most prosperous societies in the world. 27 years ago, Congress passed the Hong Kong Policy Act, which commits the United States to preserving Hong Kong's special status. "
26,3,0,1,0,1,1,0,0,R_2UcmsscHi172uVZ,"Some protesters have been beaten, imprisoned, and tortured by the Chinese government, but the protesters bravely put their lives on the line in the name of liberty.",The protesters regularly wave American flags to highlight the connection between their own problems and the complaints that sparked the American Revolution.,"China's crackdown in Hong Kong may foreshadow aggression towards other U.S. allies in the region, such as Japan and Taiwan.","Some protesters have been beaten, imprisoned, and tortured by the Chinese government, but the protesters bravely put their lives on the line in the name of liberty. The protesters regularly wave American flags to highlight the connection between their own problems and the complaints that sparked the American Revolution. China's crackdown in Hong Kong may foreshadow aggression towards other U.S. allies in the region, such as Japan and Taiwan."
60,2,0,0,0,0,0,0,0,R_1g24hTQHa69Z5vc,Many protesters carry American flags because they wish to connect their own movement with the American Revolution.,Chinese actions violate the terms of the treaty that led Britain to return Hong Kong to China.,,Many protesters carry American flags because they wish to connect their own movement with the American Revolution. Chinese actions violate the terms of the treaty that led Britain to return Hong Kong to China. 
77,2,1,0,0,0,1,0,0,R_3lxcN6xbenIdlXp,"During George H.W. Bush's administration, Congress passed the Hong Kong Policy Act, which enshrined America's commitment to preserving Hong Kong's special status and its freedoms.","China's actions in Hong Kong may foreshadow aggression towards other U.S. allies in the region, such as Japan and Taiwan.",,"During George H.W. Bush's administration, Congress passed the Hong Kong Policy Act, which enshrined America's commitment to preserving Hong Kong's special status and its freedoms. China's actions in Hong Kong may foreshadow aggression towards other U.S. allies in the region, such as Japan and Taiwan. "
90,2,0,0,0,0,0,0,0,R_2uWbVxkS6qiH1FR,"Some protesters have been beaten, imprisoned, and tortured by the Chinese government, but the protesters put their lives on the line in the name of liberty.",Hong Kong has been governed separately from China for the past 150 years. It is considered the textbook example of a successful free-market economy.,,"Some protesters have been beaten, imprisoned, and tortured by the Chinese government, but the protesters put their lives on the line in the name of liberty. Hong Kong has been governed separately from China for the past 150 years. It is considered the textbook example of a successful free-market economy. "
41,3,1,0,0,1,0,0,1,R_sBWV2SZTM8pAmpr,"Some time ago, Congress passed a bill pledging to preserve Hong Kong's autonomy.",Many protesters carry American flags to affirm their commitment for ideals that Americans hold dear.,"Chinese actions violate the Sino-British Joint Declaration on Hong Kong, in which China promised not to interfere with Hong Kong's internal affairs.","Some time ago, Congress passed a bill pledging to preserve Hong Kong's autonomy. Many protesters carry American flags to affirm their commitment for ideals that Americans hold dear. Chinese actions violate the Sino-British Joint Declaration on Hong Kong, in which China promised not to interfere with Hong Kong's internal affairs."
81,2,1,0,0,1,0,0,0,R_D7a3yZamyV3xUxb,Many protesters carry American flags because the flag is a symbol for freedom everywhere.,"Some time ago, Congress passed the Hong Kong Policy Act, which commits the United States to preserving Hong Kong's freedom.",,"Many protesters carry American flags because the flag is a symbol for freedom everywhere. Some time ago, Congress passed the Hong Kong Policy Act, which commits the United States to preserving Hong Kong's freedom. "
